1.64E+12,1,,,,
1.64E+12,FALSE,3,57186,Cube,uni
1.64E+12,FALSE,3,15384,Cube,uni
1.64E+12,TRUE,1,10006,Cube, homeoffice
1.64E+12,TRUE,1,8691,Cube,home
1.65E+12,TRUE,1,11370,Cube,work
1.65E+12,FALSE,3,34952,Cube,work
1.65E+12,TRUE,1,8634,Cube,work
1.65E+12,FALSE,3,29944,Cube,home
1.65E+12,TRUE,3,19720,Cube,work
1.65E+12,TRUE,1,9445,Cube,work
1.65E+12,FALSE,3,23069,Cube,homeoffice
1.65E+12,FALSE,3,36194,Cube, homeoffice
1.65E+12,FALSE,3,14839,Cube,homeoffice
1.65E+12,TRUE,3,20958,Cube,home
1.65E+12,FALSE,3,15217,Cube,home
1.65E+12,FALSE,3,32784,Cube,home
1.65E+12,FALSE,3,29605,Cube,home
1.65E+12,FALSE,3,8592,Cube,restaurant
1.65E+12,FALSE,3,20459,Cube,home
1.65E+12,FALSE,3,8482,Cube,homeoffice
1.65E+12,TRUE,3,19707,Cube,homeoffice
1.65E+12,FALSE,3,24159,Cube,homeoffice
1.65E+12,FALSE,3,47233,Cube,home
1.65E+12,FALSE,3,26357,Cube,work
1.65E+12,TRUE,1,9243,Cube,work
1.65E+12,TRUE,2,12942,Cube,work
1.65E+12,FALSE,3,23942,Cube,home
1.65E+12,TRUE,3,9148,Cube,work
1.65E+12,FALSE,3,19840,Cube,work
1.65E+12,FALSE,3,16728,Cube,home
1.65E+12,TRUE,3,6096,Cube,homeoffice
,,,,,
,,,,,
,,,,,
,,,,,
